Original File Name:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Bandit\data/B-AAXXX-Admin_RA-run_1-2014_Aug_20_1538.csv,Time:,2014_Aug_20_1538,Parameter File:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\Bandit\T1000_B_Schedule1.csv,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('BLOCK_ONSET', 3), ('TRIAL_ONSET', 4), ('SELECTION', 5), ('BLOCK_RESULT_ONSET', 6), ('BLOCK_RESULT_OFFSET', 7), ('FINAL_RESULT_ONSET', 8), ('FINAL_RESULT_OFFSET', 9)]
trial_number,trial_type,event_code,absolute_time,response_time,response,result
NA,NA,1,9.97851020657e-06,NA,NA,NA
NA,NA,2,27.587281852,27.5872718735,NA,NA
0,0.6771-0.8909-0.1205,3,27.6119475792,NA,NA,NA
0,0.6771-0.8909-0.1205,4,27.6285720558,NA,NA,NA
0,0.6771-0.8909-0.1205,5,27.9837461537,0.355174097873,1,0
1,0.6771-0.8909-0.1205,4,28.2965104593,NA,NA,NA
1,0.6771-0.8909-0.1205,5,28.5827330787,0.286222619325,2,1
2,0.6771-0.8909-0.1205,4,28.8975270125,NA,NA,NA
2,0.6771-0.8909-0.1205,5,29.006750317,0.109223304433,3,0
3,0.6771-0.8909-0.1205,4,29.3315230422,NA,NA,NA
3,0.6771-0.8909-0.1205,5,29.4465142084,0.114991166163,2,1
4,0.6771-0.8909-0.1205,4,29.7822920857,NA,NA,NA
4,0.6771-0.8909-0.1205,5,29.9106630033,0.128370917635,2,1
5,0.6771-0.8909-0.1205,4,30.2499162518,NA,NA,NA
5,0.6771-0.8909-0.1205,5,30.3041956198,0.0542793679342,2,1
6,0.6771-0.8909-0.1205,4,30.6338193246,NA,NA,NA
6,0.6771-0.8909-0.1205,5,30.7444980654,0.110678740835,2,0
7,0.6771-0.8909-0.1205,4,31.0679690233,NA,NA,NA
7,0.6771-0.8909-0.1205,5,31.318522474,0.250553450722,2,1
8,0.6771-0.8909-0.1205,4,31.6353614315,NA,NA,NA
8,0.6771-0.8909-0.1205,5,34.150626693,2.51526526146,2,0
9,0.6771-0.8909-0.1205,4,34.4903714542,NA,NA,NA
9,0.6771-0.8909-0.1205,5,34.7664040229,0.276032568683,2,1
10,0.6771-0.8909-0.1205,4,35.1080472662,NA,NA,NA
10,0.6771-0.8909-0.1205,5,35.4308288518,0.322781585593,2,1
11,0.6771-0.8909-0.1205,4,35.759005103,NA,NA,NA
11,0.6771-0.8909-0.1205,5,36.068850553,0.309845450043,2,1
12,0.6771-0.8909-0.1205,4,36.4100650057,NA,NA,NA
12,0.6771-0.8909-0.1205,5,36.6706388724,0.260573866748,2,1
13,0.6771-0.8909-0.1205,4,37.0110407896,NA,NA,NA
13,0.6771-0.8909-0.1205,5,37.2145832163,0.203542426752,2,1
14,0.6771-0.8909-0.1205,4,37.5116208259,NA,NA,NA
14,0.6771-0.8909-0.1205,5,37.742453327,0.230832501082,2,1
15,0.6771-0.8909-0.1205,4,38.079590847,NA,NA,NA
15,0.6771-0.8909-0.1205,5,38.2787763728,0.199185525824,2,0
16,0.6771-0.8909-0.1205,6,38.5805001741,10.9685525949,NA,11
16,0.6771-0.8909-0.1205,7,39.6431455217,1.06264534764,NA,NA
16,0.1321-0.671-0.7165,3,39.6652698659,NA,NA,NA
16,0.1321-0.671-0.7165,4,39.6818738152,NA,NA,NA
16,0.1321-0.671-0.7165,5,40.3906724915,0.708798676234,1,0
17,0.1321-0.671-0.7165,4,40.7011260602,NA,NA,NA
17,0.1321-0.671-0.7165,5,40.7824306444,0.0813045841933,2,1
18,0.1321-0.671-0.7165,4,41.1180440189,NA,NA,NA
18,0.1321-0.671-0.7165,5,41.1702578361,0.0522138171655,3,1
19,0.1321-0.671-0.7165,4,41.4682744796,NA,NA,NA
19,0.1321-0.671-0.7165,5,41.6783571045,0.210082624893,2,1
20,0.1321-0.671-0.7165,4,42.0193736976,NA,NA,NA
20,0.1321-0.671-0.7165,5,42.4546518228,0.435278125195,2,1
21,0.1321-0.671-0.7165,4,42.7873132701,NA,NA,NA
21,0.1321-0.671-0.7165,5,42.90304085,0.115727579949,3,1
22,0.1321-0.671-0.7165,4,43.2380711946,NA,NA,NA
22,0.1321-0.671-0.7165,5,43.3433789332,0.105307738559,3,1
23,0.1321-0.671-0.7165,4,43.6554088208,NA,NA,NA
23,0.1321-0.671-0.7165,5,43.7985262602,0.143117439322,2,0
24,0.1321-0.671-0.7165,4,44.1228830242,NA,NA,NA
24,0.1321-0.671-0.7165,5,44.1389618191,0.0160787948407,2,0
25,0.1321-0.671-0.7165,4,44.4568984123,NA,NA,NA
25,0.1321-0.671-0.7165,5,44.7913277657,0.334429353446,3,0
26,0.1321-0.671-0.7165,4,45.1078488365,NA,NA,NA
26,0.1321-0.671-0.7165,5,45.2149159282,0.107067091769,3,1
27,0.1321-0.671-0.7165,4,45.5082133085,NA,NA,NA
27,0.1321-0.671-0.7165,5,45.6307804418,0.12256713325,3,1
28,0.1321-0.671-0.7165,4,45.9593988834,NA,NA,NA
28,0.1321-0.671-0.7165,5,46.0185520389,0.0591531555401,3,0
29,0.1321-0.671-0.7165,4,46.3432660335,NA,NA,NA
29,0.1321-0.671-0.7165,5,46.4305685553,0.0873025218025,3,1
30,0.1321-0.671-0.7165,4,46.7606284634,NA,NA,NA
30,0.1321-0.671-0.7165,5,46.8471409726,0.0865125091805,3,1
31,0.1321-0.671-0.7165,4,47.1778223991,NA,NA,NA
31,0.1321-0.671-0.7165,5,47.3108261947,0.133003795549,3,1
32,0.1321-0.671-0.7165,6,47.6117240607,7.94645419481,NA,11
32,0.1321-0.671-0.7165,7,48.1720374314,0.560313370719,NA,NA
32,0.4937-0.8078-0.6343,3,48.1962792146,NA,NA,NA
32,0.4937-0.8078-0.6343,4,48.2128589304,NA,NA,NA
32,0.4937-0.8078-0.6343,5,49.4626260749,1.24976714444,1,0
33,0.4937-0.8078-0.6343,4,49.7823491057,NA,NA,NA
33,0.4937-0.8078-0.6343,5,49.8947350265,0.112385920715,2,1
34,0.4937-0.8078-0.6343,4,50.2329787352,NA,NA,NA
34,0.4937-0.8078-0.6343,5,50.3279954977,0.0950167624687,3,1
35,0.4937-0.8078-0.6343,4,50.6670337807,NA,NA,NA
35,0.4937-0.8078-0.6343,5,50.7603809965,0.0933472158213,2,1
36,0.4937-0.8078-0.6343,4,51.1011330166,NA,NA,NA
