"file","arousal","craving","related","typicality","valence"
"control_objects_hands25.jpg",3.21052631578947,5.78947368421053,0,24.3157894736842,5.47368421052632
"control_objects_hands26.jpg",3.35,8.9,0,34.25,6
"control_objects_hands27.jpg",3.52631578947368,16,0,38.5789473684211,5.15789473684211
"control_objects_hands28.jpg",3.05,7.55,0,24.1,5.05
"control_objects_hands29.jpg",3.68421052631579,15.8947368421053,0,33,5.57894736842105
"control_objects_hands30.jpg",3.47368421052632,9.10526315789474,0,26.5789473684211,5.31578947368421
"control_objects_hands31.jpg",3.72222222222222,8.94444444444444,0,28.2222222222222,5.11111111111111
"control_objects_hands32.jpg",2.73684210526316,2.15789473684211,0,15.8421052631579,4.78947368421053
"control_objects_hands33.jpg",2.94736842105263,5.10526315789474,0,29.7894736842105,5.21052631578947
"control_objects_hands34.jpg",3.1,13.05,0,45.8,5.65
"control_objects_hands35.jpg",2.94736842105263,3.36842105263158,0,29.6315789473684,6.15789473684211
"control_objects_hands36.jpg",3.42105263157895,3.42105263157895,0,18.7368421052632,5.47368421052632
"control_objects01.jpg",3.42105263157895,6.10526315789474,0,21,5.68421052631579
"control_objects02.jpg",4,25.15,0.15,31.7,5.05
"control_objects03.jpg",3.57894736842105,15.0526315789474,0,25.4210526315789,5.42105263157895
"control_objects04.jpg",3.68421052631579,11.1052631578947,0,24.2105263157895,4.78947368421053
"control_objects05.jpg",3.85,32.3,0.3,39,5.2
"control_objects06.jpg",2.9,7.9,0.05,30.95,5.45
"control_objects07.jpg",3.15789473684211,4.94736842105263,0.0526315789473684,15.1052631578947,5.47368421052632
"control_objects08.jpg",2.88888888888889,11.3888888888889,0.0555555555555556,29.9444444444444,5.11111111111111
"control_objects09.jpg",3,6.2,0.05,11.4,5.4
"control_objects10.jpg",3.21052631578947,9.05263157894737,0,17.4210526315789,5.42105263157895
"control_objects11.jpg",4,11.4210526315789,0.105263157894737,34,5.26315789473684
"control_objects12.jpg",3.21052631578947,6.94736842105263,0,16.1578947368421,5.15789473684211
"control_tools_faces61.jpg",3.44444444444444,12.4444444444444,0,19.6111111111111,5.77777777777778
"control_tools_faces62.jpg",3.45,10.95,0,23.65,5.8
"control_tools_faces63.jpg",3.3,10.85,0,46.95,5.63157894736842
"control_tools_faces64.jpg",3.26315789473684,8.21052631578947,0,25.1052631578947,5.52631578947368
