"file","description","category","group","valence_mean","valence_sd","arousal_mean","arousal_sd","craving_mean","craving_sd","related_mean","related_sd","typicality_mean","typicality_sd","hue_mean","hue_sd","saturation_mean","saturation_sd","value_mean","value_sd"
"substance_activities_faces092.jpg","Drug Activities and Faces","5","drug",3.73684210526316,2.82532407704866,6,2.23606797749979,89.6842105263158,14.0754026253009,1,0,91.8947368421053,11.9763411999664,0.155,0.243,0.568,0.264,0.269,0.16
"substance_activities_faces093.jpg","Drug Activities and Faces","5","drug",3.9,2.69307103117377,6.2,1.88064938392651,90.35,12.347064428438,1,0,91.65,10.7765583804068,0.132,0.274,0.662,0.338,0.301,0.313
"substance_activities_faces094.jpg","Drug Activities and Faces","5","drug",4.15,2.70038983540486,6.55,1.79105966869954,91.9,12.3710187641583,1,0,92.55,11.1990366127016,0.067,0.183,0.433,0.388,0.176,0.251
"substance_activities_faces095.jpg","Drug Activities and Faces","5","drug",3.89473684210526,2.62244027242874,6.10526315789474,2.33082572021413,85.5263157894737,21.46151185793,1,0,93.5789473684211,8.36205576447485,0.099,0.139,0.462,0.263,0.538,0.293
"substance_activities_faces096.jpg","Drug Activities and Faces","5","drug",4.26315789473684,2.66337516160641,5.52631578947368,2.31824696826027,83.1052631578947,18.9117680495567,1,0,87.1578947368421,13.9453821823042,0.269,0.306,0.396,0.228,0.52,0.299
"substance_activities_faces097.jpg","Drug Activities and Faces","5","drug",3.94736842105263,2.7380788928356,5.89473684210526,2.33082572021413,84.4736842105263,19.2046534321839,1,0,87,19.0262975904404,0.11,0.21,0.41,0.381,0.176,0.211
"substance_activities_faces098.jpg","Drug Activities and Faces","5","drug",4,2.58198889747161,5.94736842105263,2.12063104367351,88.4210526315789,13.9893443157985,1,0,87.6842105263158,14.4915785183401,0.264,0.333,0.543,0.386,0.153,0.228
"substance_activities_faces099.jpg","Drug Activities and Faces","5","drug",4,2.65684465662029,6,2.16930457818656,84.3888888888889,18.4299592699716,1,0,87.0555555555556,21.8833060794598,0.096,0.201,0.364,0.342,0.206,0.223
"substance_activities_faces100.jpg","Drug Activities and Faces","5","drug",3.45,2.48098028164166,5.65,2.08440323404692,89.95,13.4339514898476,1,0,92.75,10.351074187837,0.256,0.4,0.449,0.382,0.124,0.158
"substance_activities_faces101.jpg","Drug Activities and Faces","5","drug",4.25,2.59300678952569,5.95,2.37254027751291,84,21.6819109664691,1,0,89.5,13.3672813438753,0.16,0.321,0.492,0.385,0.176,0.222
"substance_activities_faces102.jpg","Drug Activities and Faces","5","drug",3.6,2.45806941788833,5.85,1.98082917247458,90.4,11.4863763696504,1,0,92.15,11.2543558818703,0.201,0.29,0.469,0.334,0.26,0.265
"substance_activities_faces103.jpg","Drug Activities and Faces","5","drug",3.9,2.65369652808265,5.5,2.37309480370432,91.8,11.5967327522158,1,0,91.45,12.1719046643446,0.209,0.313,0.508,0.352,0.238,0.267
"substance_activities_faces104.jpg","Drug Activities and Faces","5","drug",3.84210526315789,2.63023357422316,6.10526315789474,2.10540935164915,90.4210526315789,13.0865316238307,1,0,93.1052631578947,11.4934509702125,0.134,0.295,0.579,0.408,0.245,0.285
"substance_activities_faces105.jpg","Drug Activities and Faces","5","drug",3.95,2.58487503515517,6.2,1.79472912484836,90.25,13.3016619460245,1,0,93.9,9.20468988013576,0.139,0.227,0.395,0.29,0.553,0.318
"substance_activities_faces106.jpg","Drug Activities and Faces","5","drug",3.7,2.17884566251321,5.3,2.00262984991972,73.2,27.473623714392,1,0,82.8,22.7424944241299,0.153,0.236,0.264,0.185,0.473,0.23
"substance_activities_faces107.jpg","Drug Activities and Faces","5","drug",3.78947368421053,2.25040607121917,5.36842105263158,2.08727696921104,78.0526315789474,22.8387431163473,1,0,84.8421052631579,21.3053544597355,0.49,0.313,0.322,0.231,0.207,0.203
"substance_activities_faces108.jpg","Drug Activities and Faces","5","drug",4.15,2.56032481491992,5.9,1.99736668746891,88.8,12.8702022230872,1,0,92.3,8.83831372342509,0.092,0.151,0.609,0.242,0.162,0.143
"substance_hands021.jpg","Drug and Hand","1","drug",4.2,2.4192212753172,5.95,2.23547946111178,91.15,10.9989233922904,1,0,94.55,6.58926559281318,0.411,0.32,0.302,0.197,0.345,0.273
"substance_hands022.jpg","Drug and Hand","1","drug",4.55,2.81864095657912,6.15,2.05899822345978,89.55,14.1290108418254,0.95,0.223606797749979,89.8,14.8593404968054,0.188,0.355,0.164,0.274,0.158,0.236
"substance_hands023.jpg","Drug and Hand","1","drug",4.55,2.85574213785046,6.35,2.30045762037858,85.1,15.9766276660298,1,0,91.9,11.0258070476783,0.118,0.215,0.283,0.169,0.442,0.176
"substance_hands024.jpg","Drug and Hand","1","drug",4.05,2.66507628013672,5.45,2.32775021267996,87.1,15.1306590109375,1,0,92.05,9.48391990909377,0.238,0.329,0.393,0.39,0.155,0.251
"substance_hands025.jpg","Drug and Hand","1","drug",4.05263157894737,2.36816112933705,5.68421052631579,2.0014614543419,84.0526315789474,17.2963505598741,0.947368421052632,0.229415733870562,89.7894736842105,14.1679565976201,0.432,0.338,0.372,0.202,0.257,0.237
"substance_hands026.jpg","Drug and Hand","1","drug",4.31578947368421,2.5615236693757,5.42105263157895,2.36445411773073,76.7894736842105,23.5409311327418,0.947368421052632,0.229415733870562,89.1578947368421,17.7990735024006,0.462,0.357,0.368,0.169,0.223,0.226
"substance_hands027.jpg","Drug and Hand","1","drug",3.85,2.64127162356954,6.1,2.24546326248235,89.25,14.9732217114772,1,0,94.15,8.74356906531881,0.092,0.111,0.511,0.212,0.268,0.214
"substance_hands028.jpg","Drug and Hand","1","drug",3.95,2.45967477524977,6.05,2.23547946111178,87.9,14.8710244576846,1,0,92,9.09597944727577,0.106,0.161,0.439,0.234,0.27,0.227
"substance_hands029.jpg","Drug and Hand","1","drug",4.85,3.04829546848036,6.7,2.20286894275337,93.45,11.0094457052497,1,0,90.5,14.4895606703948,0.321,0.275,0.304,0.273,0.58,0.156
"substance_hands030.jpg","Drug and Hand","1","drug",4.27777777777778,2.88618526076846,6.27777777777778,2.69652402734805,89.0555555555556,17.8835192688103,1,0,94.5555555555556,9.2305262243864,0.263,0.221,0.277,0.2,0.475,0.285
"substance_hands031.jpg","Drug and Hand","1","drug",4.05555555555556,2.55463183078299,5.66666666666667,2.40098019199512,90.1111111111111,13.8813835930543,1,0,92.3333333333333,9.79195347932048,0.404,0.316,0.392,0.279,0.291,0.344
"substance_hands032.jpg","Drug and Hand","1","drug",4.55,2.54382637606794,5.4,2.18608036641406,81.3,22.4946777330948,1,0,85.65,16.3522893938755,0.505,0.275,0.29,0.288,0.249,0.193
"substance_injection_hands077.jpg","Drug Injection and Hands","4","drug",2.84210526315789,2.0619073665672,5.68421052631579,2.33458612984418,91.3684210526316,12.6544262186785,0.894736842105263,0.315301767642306,90.1578947368421,13.5411437145987,0.622,0.077,0.384,0.267,0.468,0.269
"substance_injection_hands078.jpg","Drug Injection and Hands","4","drug",3.63157894736842,2.83255923377879,6.47368421052632,1.806421294919,93.7368421052632,8.71041589301221,1,0,95.2631578947368,6.34947159011553,0.192,0.258,0.282,0.161,0.417,0.298
"substance_injection_hands079.jpg","Drug Injection and Hands","4","drug",4.4,3.067658115858,6.85,1.75544266422131,92.6,10.4095098221214,1,0,92.15,11.3845463122973,0.484,0.253,0.357,0.226,0.402,0.301
"substance_injection_hands080.jpg","Drug Injection and Hands","4","drug",3,2.36197954445441,5.95,1.90497962414852,88.7,14.42621882108,1,0,92.8,11.4781256492971,0.08,0.141,0.355,0.222,0.456,0.315
"substance_injection_hands081.jpg","Drug Injection and Hands","4","drug",3.6,2.77962511671515,6.5,2.35081172990814,92.55,10.5903381984663,1,0,92.15,11.4122510349278,0.344,0.168,0.149,0.162,0.467,0.26
"substance_injection_hands082.jpg","Drug Injection and Hands","4","drug",4.05263157894737,2.85722639811032,6.36842105263158,1.7704527454797,93.5263157894737,10.7670713084573,1,0,94.1578947368421,8.24124557666927,0.372,0.163,0.126,0.132,0.472,0.23
"substance_injection_hands083.jpg","Drug Injection and Hands","4","drug",3.35,2.60111312204683,6.9,1.55258697527368,94.1,9.86167488710449,1,0,93.9,10.7012050477357,0.157,0.266,0.384,0.191,0.459,0.311
"substance_injection_hands084.jpg","Drug Injection and Hands","4","drug",2.75,2.2213082915966,6.75,1.51744244666721,90.8421052631579,13.9652869560952,1,0,91.8421052631579,15.4713468418045,0.659,0.334,0.232,0.19,0.505,0.344
"substance_injection_hands085.jpg","Drug Injection and Hands","4","drug",4.05,2.37254027751291,5.8,1.98944583661936,73.25,34.4977115945849,0.85,0.366347548532523,79,29.6896225003035,0.113,0.18,0.569,0.261,0.168,0.195
"substance_injection_hands086.jpg","Drug Injection and Hands","4","drug",4.63157894736842,2.89080008755341,6.52631578947368,2.01020786798645,94.3684210526316,10.0786381703294,0.947368421052632,0.229415733870562,94.1052631578947,9.4097746864164,0.221,0.291,0.442,0.307,0.28,0.303
"substance_injection_hands087.jpg","Drug Injection and Hands","4","drug",3.8,2.78340949575384,6.2,1.85245214442058,88.55,15.6624761099494,1,0,88,16.422064746137,0.411,0.367,0.245,0.16,0.395,0.291
"substance_injection_hands088.jpg","Drug Injection Instruments","x","drug",3.21052631578947,2.43992138690348,6.57894736842105,1.92399438303882,91.8947368421053,12.9824442863862,1,0,92.5263157894737,14.1160602823428,0.078,0.083,0.422,0.245,0.39,0.203
"substance_injection_instruments109.jpg","Drug Injection Instruments","x","drug",4,2.72845092395748,6.94736842105263,1.80965571343546,93.9473684210526,9.38363637290722,1,0,94.6315789473684,9.00129945134954,0.455,0.299,0.123,0.134,0.179,0.212
"substance_injection_instruments110.jpg","Drug Injection Instruments","x","drug",3.73684210526316,2.76570475774576,6.42105263157895,2.06332497234936,92.9473684210526,9.33615245644899,1,0,91,15.6702123647242,0.274,0.279,0.331,0.376,0.204,0.312
"substance_injection_instruments111.jpg","Drug Injection Instruments","x","drug",3.38888888888889,2.42872246468334,6.33333333333333,1.37198868114007,87.6111111111111,17.7900794856171,0.944444444444444,0.235702260395516,87.2222222222222,22.8332975525696,0.138,0.019,0.067,0.063,0.787,0.217
