"file","description","category","group","valence_mean","valence_sd","arousal_mean","arousal_sd","craving_mean","craving_sd","related_mean","related_sd","typicality_mean","typicality_sd","hue_mean","hue_sd","saturation_mean","saturation_sd","value_mean","value_sd"
"substance_injection_instruments112.jpg","Drug Injection Instruments","x","drug",4.25,2.7505980211009,6.5,1.73205080756888,91.95,12.6635614845779,0.95,0.223606797749979,93.4,9.36623274264918,0.223,0.187,0.278,0.142,0.386,0.198
"substance_injection_instruments113.jpg","Drug Injection Instruments","x","drug",4.31578947368421,2.68850705326183,5.36842105263158,2.47679287062455,76.1052631578947,27.1904696065901,0.947368421052632,0.229415733870562,87.8947368421053,17.0225169076534,0.659,0.354,0.116,0.102,0.41,0.309
"substance_injection_instruments114.jpg","Drug Injection Instruments","x","drug",4,2.51661147842358,6.42105263157895,1.98090297798432,90.4210526315789,10.463246731476,1,0,90.4736842105263,12.5670133508882,0.156,0.22,0.419,0.34,0.547,0.259
"substance_injection_instruments115.jpg","Drug Injection Instruments","x","drug",4.05555555555556,2.62280097745145,6.05555555555556,2.31293605675003,91.7777777777778,10.5582727840782,0.888888888888889,0.323380833381777,93.7222222222222,8.55986225532078,0.097,0.152,0.63,0.302,0.42,0.256
"substance_injection_instruments116.jpg","Drug Injection Instruments","x","drug",3.89473684210526,2.51428666362859,6.05263157894737,1.39338453695893,91.0526315789474,13.9183080238086,1,0,91.5789473684211,12.7467459441123,0.697,0.055,0.023,0.014,0.95,0.066
"substance_injection_instruments117.jpg","Drug Injection Instruments","x","drug",3.55555555555556,2.40641843269258,6.11111111111111,1.2313975269104,88,14.6688946614336,1,0,89.8888888888889,14.1000162239744,0.012,0.085,0.009,0.084,0.99,0.072
"substance_injection_instruments118.jpg","Drug Injection Instruments","x","drug",4.05,2.79990601346019,6.5,1.5727950313141,91,14.3049494563025,0.95,0.223606797749979,94.5,9.63272929569862,0.589,0.07,0.242,0.114,0.363,0.131
"substance_injection_instruments119.jpg","Drug Injection Instruments","x","drug",3.78947368421053,2.63689521488227,5.89473684210526,2.02470126307027,94.4210526315789,7.47823352190791,1,0,95.1052631578947,6.8385730873732,0.105,0.158,0.056,0.127,0.192,0.186
"substance_injection_instruments120.jpg","Drug Injection Instruments","x","drug",3.6,2.72222818951488,7.05,1.356271980176,84.95,22.5726313089663,0.95,0.223606797749979,86.3,23.9936395080468,0.816,0.261,0.291,0.147,0.097,0.219
"substance_instruments_hands057.jpg","Drug Instruments and Hands","3","drug",3.83333333333333,2.79179470001983,6.5,1.97781816805346,91.7222222222222,12.2848809784057,1,0,95.7222222222222,6.53322328838895,0.497,0.428,0.592,0.286,0.225,0.278
"substance_instruments_hands058.jpg","Drug Instruments and Hands","3","drug",3.88888888888889,2.88788318341406,6.38888888888889,2.00408080407978,89.5555555555556,14.1762943063918,1,0,94.3333333333333,7.26797973385759,0.31,0.356,0.26,0.168,0.337,0.352
"substance_instruments_hands059.jpg","Drug Instruments and Hands","3","drug",4.65,2.51887610693842,5.65,2.32322371308762,84.85,16.3039388201941,1,0,88.55,15.3502100105641,0.196,0.37,0.259,0.36,0.083,0.152
"substance_instruments_hands060.jpg","Drug Instruments and Hands","3","drug",4.05,2.72367785404801,5.85,2.1095023109729,85.5,24.0230152803076,1,0,88.5,15.819707895367,0.299,0.341,0.5,0.354,0.11,0.189
"substance_instruments_hands061.jpg","Drug Instruments and Hands","3","drug",3.9,2.73187808928891,6.45,1.8202082009311,87.7,16.08562614327,1,0,90.35,12.5541982912826,0.109,0.078,0.468,0.203,0.377,0.254
"substance_instruments_hands062.jpg","Drug Instruments and Hands","3","drug",4.10526315789474,2.60116932769572,5.78947368421053,2.07039844175037,82.8421052631579,17.9420770440596,0.947368421052632,0.229415733870562,90.7368421052632,12.2829697153921,0.139,0.174,0.419,0.258,0.311,0.288
"substance_instruments_hands063.jpg","Drug Instruments and Hands","3","drug",3.63157894736842,2.33834049216746,6.21052631578947,2.29924981409205,89,15.6914697279198,1,0,94.2631578947368,8.55597325630306,0.226,0.295,0.388,0.402,0.18,0.281
"substance_instruments_hands064.jpg","Drug Instruments and Hands","3","drug",4.05263157894737,2.7177131769708,6.26315789473684,1.93913225906039,86.1052631578947,23.3949062282135,0.947368421052632,0.229415733870562,89.9473684210526,22.3643408731413,0.377,0.398,0.498,0.399,0.1,0.166
"substance_instruments_hands065.jpg","Drug Instruments and Hands","3","drug",3.64705882352941,2.76000852513602,6.55555555555556,2.14811058490184,92.8888888888889,8.66289510694819,0.944444444444444,0.235702260395516,94.5,6.1189195509165,0.264,0.389,0.427,0.297,0.62,0.243
"substance_instruments_hands066.jpg","Drug Instruments and Hands","3","drug",3.47368421052632,2.4351231101124,6.57894736842105,2.00875277704805,90.6315789473684,10.8382579899774,1,0,92.1578947368421,10.1284152423584,0.272,0.254,0.31,0.142,0.421,0.298
"substance_instruments_hands067.jpg","Drug Instruments and Hands","3","drug",4.10526315789474,2.40126672224162,6.47368421052632,1.26352333894953,89.7894736842105,11.9097483291276,1,0,92.6315789473684,8.75728602248049,0.641,0.302,0.154,0.126,0.444,0.152
"substance_instruments_hands068.jpg","Drug Instruments and Hands","3","drug",4.7,2.2964503501113,5.45,2.08944716939295,78.3,23.9277421021137,0.95,0.223606797749979,81.45,21.7847725668521,0.324,0.33,0.2,0.242,0.296,0.358
"substance_instruments_hands069.jpg","Drug Instruments and Hands","3","drug",4.36842105263158,1.86221273148637,4.47368421052632,2.14394291623405,57.0526315789474,25.8810820746878,0.842105263157895,0.374634324632678,69.1052631578947,25.1062071493665,0.117,0.103,0.462,0.192,0.68,0.207
"substance_instruments_hands070.jpg","Drug Instruments and Hands","3","drug",3.44444444444444,2.43073995565674,5.88888888888889,2.32350872829381,89.3888888888889,13.6603285159398,1,0,89.5,21.2526814917138,0.089,0.175,0.446,0.199,0.417,0.232
"substance_instruments_hands071.jpg","Drug Instruments and Hands","3","drug",4.52631578947368,2.65347614884977,5.47368421052632,2.58990392470093,80.6842105263158,24.5403355758522,1,0,85.7894736842105,18.7070365470929,0.145,0.276,0.289,0.355,0.129,0.199
"substance_instruments_hands072.jpg","Drug Instruments and Hands","3","drug",3.73684210526316,2.44590599581237,5.78947368421053,2.29924981409205,86.9473684210526,20.2771729461988,1,0,88.5263157894737,19.4604111554505,0.219,0.314,0.432,0.446,0.112,0.206
"substance_instruments_hands073.jpg","Drug Instruments and Hands","3","drug",3.95,2.50210437747698,5.6,2.11261872914562,87.4,12.4367875357958,1,0,87.15,16.4197410069965,0.237,0.279,0.442,0.316,0.262,0.244
"substance_instruments_hands074.jpg","Drug Instruments and Hands","3","drug",4.3,2.49420380714547,6,2.24780594779607,89.8,11.4689512208076,1,0,92.2,10.262860994356,0.221,0.287,0.397,0.335,0.296,0.213
"substance_instruments_hands075.jpg","Drug Instruments and Hands","3","drug",4.31578947368421,2.53974258492092,5.42105263157895,1.86535041312422,87.3157894736842,13.2667195626205,1,0,90.4210526315789,11.6729306492209,0.129,0.201,0.469,0.265,0.312,0.319
"substance_instruments_hands076.jpg","Drug Instruments and Hands","3","drug",4,2.73380398173064,5.95,2.01246117974981,91.7,10.2807945627809,1,0,91.75,11.5160071662287,0.124,0.209,0.278,0.267,0.359,0.325
"substance_instruments033.jpg","Drug Instruments","2","drug",4.68421052631579,2.26206964179432,5.47368421052632,2.0914753180107,82.6842105263158,20.1661229446784,1,0,90.1578947368421,12.6502663911114,0.709,0.182,0.225,0.178,0.192,0.224
"substance_instruments034.jpg","Drug Instruments","2","drug",4.47368421052632,2.4351231101124,5.68421052631579,2.42790791466754,83.4210526315789,18.6437829657732,1,0,92.3684210526316,9.45286861995864,0.07,0.142,0.158,0.174,0.122,0.148
"substance_instruments035.jpg","Drug Instruments","2","drug",4.05263157894737,2.95284578764521,6.31578947368421,2.05622717019268,90.5789473684211,12.6241206051206,1,0,92.8947368421053,9.34460472288157,0.011,0.04,0.019,0.081,0.974,0.081
"substance_instruments036.jpg","Drug Instruments","2","drug",4.05263157894737,2.57063944078179,5.63157894736842,1.94965883955201,88.1052631578947,14.363900494883,0.947368421052632,0.229415733870562,90.8421052631579,12.3660069810336,0.074,0.214,0.042,0.117,0.928,0.177
"substance_instruments037.jpg","Drug Instruments","2","drug",4.1,2.59351417761185,6.15,1.78517285024817,87.45,17.2244471303833,1,0,90.95,10.8989376594815,0.256,0.23,0.091,0.092,0.365,0.152
"substance_instruments038.jpg","Drug Instruments","2","drug",3.75,2.63328891812421,5.8,2.30788123383195,88.55,13.4064988168543,1,0,87.15,14.988679939067,0.093,0.097,0.646,0.237,0.611,0.169
"substance_instruments039.jpg","Drug Instruments","2","drug",3.57894736842105,2.45664155287218,6.31578947368421,2.02902909400715,89.6315789473684,14.6333353314949,1,0,92.5263157894737,12.8295164066332,0.219,0.27,0.21,0.342,0.177,0.315
"substance_instruments040.jpg","Drug Instruments","2","drug",4,2.82842712474619,6.15789473684211,2.16700402231942,86.2105263157895,22.0569438483627,1,0,94.0526315789474,6.70384370848816,0.127,0.18,0.397,0.263,0.203,0.202
"substance_instruments041.jpg","Drug Instruments","2","drug",3.9,2.9717972587928,6.6,2.03650888067119,92.65,11.0942137597654,1,0,93.35,9.33738946950716,0.376,0.264,0.189,0.207,0.49,0.118
"substance_instruments042.jpg","Drug Instruments","2","drug",3.38888888888889,2.61531437518432,6.16666666666667,2.35771574398013,91,13.6898416610961,1,0,94.8888888888889,6.89320969282678,0.31,0.268,0.187,0.165,0.461,0.17
"substance_instruments043.jpg","Drug Instruments","2","drug",3.85,2.66112362496905,6,1.89181060585383,89.7,11.1643228752647,1,0,92,9.7548908111184,0.537,0.276,0.407,0.285,0.323,0.294
"substance_instruments044.jpg","Drug Instruments","2","drug",4.10526315789474,2.53628636750894,6.47368421052632,2.0376571801031,91,13.9084306966834,0.894736842105263,0.315301767642306,88.1578947368421,20.1032422976293,0,0,0,0,0.235,0.281
"substance_instruments045.jpg","Drug Instruments","2","drug",4.25,2.98901497592698,7,2.10262993215139,92,10.7213510539042,1,0,94.15,8.04771952006804,0.221,0.237,0.292,0.23,0.421,0.283
"substance_instruments046.jpg","Drug Instruments","2","drug",3.94444444444444,2.95997261955187,6.5,2.25571170456635,83.1666666666667,30.4597130263412,1,0,86.6111111111111,23.1215175791599,0.309,0.24,0.231,0.179,0.36,0.263
"substance_instruments047.jpg","Drug Instruments","2","drug",4.22222222222222,3.09754277481846,6.11111111111111,2.74159440276658,85.6111111111111,22.6329766930231,0.944444444444444,0.235702260395516,89.7222222222222,20.0523008964515,0.231,0.205,0.324,0.395,0.194,0.26
"substance_instruments048.jpg","Drug Instruments","2","drug",4,2.55466549463402,5.5,2.32831540637839,84.65,16.2748595272457,1,0,89.3,14.611098881546,0.323,0.404,0.18,0.217,0.66,0.263
"substance_instruments049.jpg","Drug Instruments","2","drug",3.85,2.32322371308762,5.5,1.84960877797953,82.8,16.462397344123,1,0,89.9,12.4895745998097,0.501,0.38,0.06,0.104,0.912,0.122
"substance_instruments050.jpg","Drug Instruments","2","drug",4.3,2.63778216250738,6.05,2.28208122923837,90.4,12.3816502598763,1,0,88.7,14.6972965648717,0.09,0.039,0.344,0.162,0.457,0.156
"substance_instruments051.jpg","Drug Instruments","2","drug",4.61111111111111,2.25281233099715,4.94444444444444,2.23533711688948,57.5,34.3738101398348,0.833333333333333,0.383482494423685,77.6666666666667,30.1037421945785,0.458,0.31,0.559,0.409,0.027,0.076
"substance_instruments052.jpg","Drug Instruments","2","drug",4.2,2.06728909698821,4.8,1.85245214442058,64.35,27.0287858247072,0.75,0.444261658319319,77.1,24.3977997282326,0.173,0.3,0.226,0.399,0.028,0.118
"substance_instruments053.jpg","Drug Instruments","2","drug",4.15789473684211,2.31572301871688,5.68421052631579,2.13574425172396,91.4736842105263,11.568003866281,1,0,93.7894736842105,8.10746533461888,0.032,0.137,0.012,0.056,0.982,0.072
"substance_instruments054.jpg","Drug Instruments","2","drug",4.22222222222222,2.60216099234182,5.94444444444444,2.04284179866653,86.8888888888889,16.7959690153143,1,0,92.2222222222222,11.3009919166706,0.029,0.095,0.04,0.142,0.964,0.115
"substance_instruments055.jpg","Drug Instruments","2","drug",4,2.57518522583686,5.95,1.95945749742385,84.05,20.8313402555406,1,0,91.75,10.2386008501368,0.032,0.067,0.073,0.173,0.929,0.157
"substance_instruments056.jpg","Drug Instruments","2","drug",4,2.5955427380922,5.95,2.01246117974981,85.05,13.2961213180861,1,0,87.3,15.2249794745346,0.678,0.125,0.751,0.259,0.69,0.267
"substance001.jpg","Drug","0","drug",4.26315789473684,2.66337516160641,5.94736842105263,2.32076817288602,92.6315789473684,8.73187345505463,1,0,93.1052631578947,8.99317479995002,0.22,0.299,0.024,0.015,0.882,0.093
"substance002.jpg","Drug","0","drug",4.47368421052632,2.85517894073659,6.52631578947368,2.11787160067816,92.8421052631579,9.5409244712492,1,0,92.5263157894737,11.5054017316149,0.314,0.373,0.022,0.062,0.822,0.081
"substance003.jpg","Drug","0","drug",3.85,2.49789384966826,6.45,2.11448637535903,93.1,9.951990015226,1,0,89.75,16.0652452599753,0.195,0.245,0.131,0.127,0.387,0.333
"substance004.jpg","Drug","0","drug",3.68421052631579,2.47324868630865,6.26315789473684,1.82093093600065,82.6315789473684,28.0915379237944,0.947368421052632,0.229415733870562,93.6315789473684,9.26888778126882,0.419,0.324,0.085,0.088,0.307,0.255
"substance005.jpg","Drug","0","drug",3.85,2.58079954971119,5.95,2.39462116551153,89.75,13.2302484362241,1,0,92.4,10.6889022625781,0.504,0.199,0.141,0.08,0.145,0.129
"substance006.jpg","Drug","0","drug",4.25,2.91773163514687,6.25,2.26820123492279,90.55,13.7820440008768,1,0,89.15,18.3138572786033,0.247,0.363,0.152,0.309,0.232,0.294
"substance007.jpg","Drug","0","drug",4.31578947368421,2.78991500425983,5.73684210526316,2.57858930561219,91,11.3968806648525,1,0,93.7894736842105,7.72858293298628,0.438,0.311,0.085,0.154,0.678,0.218
"substance008.jpg","Drug","0","drug",4.4,2.72222818951488,5.95,2.18788530441227,92.3,9.76621458746535,1,0,89.9,14.2048916704219,0.375,0.296,0.161,0.186,0.627,0.26
"substance009.jpg","Drug","0","drug",3.72222222222222,2.6302662704743,6.38888888888889,2.45282283691282,92.7222222222222,11.4265200072955,1,0,88.7222222222222,21.9137495262827,0.458,0.257,0.312,0.206,0.548,0.22
"substance010.jpg","Drug","0","drug",4.36842105263158,2.92898401641611,6.36842105263158,2.00583942848512,88.8421052631579,23.1547047244657,1,0,92.7368421052632,11.6373064144928,0.338,0.199,0.094,0.107,0.369,0.229
"substance011.jpg","Drug","0","drug",3.84210526315789,2.54434357163617,6.21052631578947,2.175084860884,89.7368421052632,15.179818858761,1,0,90.3157894736842,13.6057693301161,0.391,0.332,0.209,0.123,0.559,0.198
"substance012.jpg","Drug","0","drug",4.05263157894737,2.91497444643891,6.26315789473684,2.07744782694637,89.2631578947368,11.8595582888663,1,0,91.0526315789474,11.7826316821296,0.267,0.318,0.235,0.133,0.608,0.224
"substance013.jpg","Drug","0","drug",4.22222222222222,2.79822539468806,6.22222222222222,2.53343653040584,91.6111111111111,12.1613606479891,1,0,93.8888888888889,8.43584012963798,0.587,0.022,0.101,0.076,0.869,0.105
"substance014.jpg","Drug","0","drug",4.36842105263158,2.71232836253261,6.31578947368421,1.94515442343125,91.9473684210526,10.8396068205167,1,0,91.6842105263158,14.483909200592,0.584,0.006,0.148,0.054,0.832,0.057
"substance015.jpg","Drug","0","drug",4.47368421052632,2.73594227222708,5.78947368421053,2.22558225511191,84.7894736842105,19.9153177991449,0.947368421052632,0.229415733870562,84.3684210526316,22.674534238303,0.148,0.261,0.024,0.07,0.283,0.383
"substance016.jpg","Drug","0","drug",4.10526315789474,2.76676178234302,6.10526315789474,2.18313578857226,89.3684210526316,14.1429626250254,1,0,94.2631578947368,6.44499896787474,0.269,0.276,0.152,0.099,0.631,0.195
"substance017.jpg","Drug","0","drug",4.65,2.79614396135671,6.15,2.15882521659107,92.75,10.192231303663,1,0,91.85,10.9845585398681,0.228,0.255,0.332,0.227,0.462,0.251
"substance018.jpg","Drug","0","drug",3.94736842105263,2.79828686105001,6.05263157894737,2.2229530961845,90.6842105263158,10.7447797742746,1,0,93.5263157894737,7.07396180881086,0.301,0.301,0.078,0.049,0.581,0.209
"substance019.jpg","Drug","0","drug",4.10526315789474,2.46969941585578,5.47368421052632,1.95415287280509,78.1052631578947,25.2672267678511,0.947368421052632,0.229415733870562,80.8947368421053,25.0995678069079,0.278,0.352,0.264,0.39,0.069,0.177
"substance020.jpg","Drug","0","drug",3.94736842105263,2.79828686105001,6.26315789473684,1.88096031215612,88.7894736842105,13.5465409581127,1,0,91.8947368421053,10.5245466349551,0.243,0.31,0.022,0.016,0.792,0.146
