"file","arousal","craving","related","typicality","valence"
"control_objects_hands25.jpg",2.94117647058824,6.41176470588235,0,25.4117647058824,5.52941176470588
"control_objects_hands26.jpg",2.94117647058824,7.41176470588235,0,36.2941176470588,5.88235294117647
"control_objects_hands27.jpg",3.29411764705882,14.8235294117647,0,36.1176470588235,5.17647058823529
"control_objects_hands28.jpg",2.64705882352941,5.23529411764706,0,23.2941176470588,5
"control_objects_hands29.jpg",3.29411764705882,14.0588235294118,0,32.5294117647059,5.64705882352941
"control_objects_hands30.jpg",3.23529411764706,9.76470588235294,0,25.7058823529412,5.52941176470588
"control_objects_hands31.jpg",3.52941176470588,9.47058823529412,0,28.8823529411765,5
"control_objects_hands32.jpg",2.70588235294118,2.29411764705882,0,16.5882352941176,4.76470588235294
"control_objects_hands33.jpg",2.70588235294118,5.35294117647059,0,31.7647058823529,5.23529411764706
"control_objects_hands34.jpg",2.88235294117647,12.4117647058824,0,44.1764705882353,5.41176470588235
"control_objects_hands35.jpg",3,2.94117647058824,0,30,5.94117647058824
"control_objects_hands36.jpg",3,3.64705882352941,0,20.2352941176471,5.52941176470588
"control_objects01.jpg",3.23529411764706,3.70588235294118,0,19.7647058823529,5.52941176470588
"control_objects02.jpg",3.76470588235294,28.4117647058824,0.176470588235294,34.5882352941176,5.05882352941176
"control_objects03.jpg",3.17647058823529,16.4705882352941,0,22.0588235294118,5.70588235294118
"control_objects04.jpg",3.29411764705882,9.17647058823529,0,26.4117647058824,4.76470588235294
"control_objects05.jpg",3.17647058823529,31.1176470588235,0.294117647058824,38.9411764705882,5.47058823529412
"control_objects06.jpg",2.76470588235294,6,0.0588235294117647,32.7058823529412,5.52941176470588
"control_objects07.jpg",3.29411764705882,5.11764705882353,0.0588235294117647,15.8823529411765,5.52941176470588
"control_objects08.jpg",2.52941176470588,11.7647058823529,0.0588235294117647,29.8235294117647,5.11764705882353
"control_objects09.jpg",2.52941176470588,6.05882352941176,0,12.1764705882353,5.47058823529412
"control_objects10.jpg",2.94117647058824,10.0588235294118,0,18.2352941176471,5.47058823529412
"control_objects11.jpg",3.88235294117647,12.3529411764706,0.117647058823529,36.4705882352941,5.29411764705882
"control_objects12.jpg",3.11764705882353,7.52941176470588,0,16.2352941176471,5.17647058823529
"control_tools_faces61.jpg",3.29411764705882,6.47058823529412,0,19.2352941176471,5.58823529411765
"control_tools_faces62.jpg",3.17647058823529,9.29411764705882,0,22.7058823529412,5.76470588235294
"control_tools_faces63.jpg",2.88235294117647,9.35294117647059,0,44.0588235294118,5.375
"control_tools_faces64.jpg",3.17647058823529,8.17647058823529,0,27.0588235294118,5.58823529411765
"control_tools_faces65.jpg",3.29411764705882,3.35294117647059,0,36.4117647058824,6
"control_tools_faces66.jpg",3,5.41176470588235,0,24.0588235294118,6.05882352941176
"control_tools_faces67.jpg",2.70588235294118,2.47058823529412,0.0588235294117647,25.5882352941176,5.64705882352941
"control_tools_faces68.jpg",3.41176470588235,6.47058823529412,0,24.3529411764706,5.64705882352941
"control_tools_faces69.jpg",3.11764705882353,14.8235294117647,0,26.7647058823529,6
"control_tools_faces70.jpg",3,6.94117647058824,0,47.7647058823529,6.23529411764706
"control_tools_faces71.jpg",3.41176470588235,6.35294117647059,0,36.2352941176471,5.76470588235294
"control_tools_faces72.jpg",2.58823529411765,2.76470588235294,0,23.8235294117647,5.29411764705882
"control_tools_hands37.jpg",3.94117647058824,34.4705882352941,0.235294117647059,33.9411764705882,5.76470588235294
"control_tools_hands38.jpg",2.94117647058824,11.7647058823529,0.0588235294117647,30.3529411764706,5.05882352941176
"control_tools_hands39.jpg",3.11764705882353,2.64705882352941,0,24,5.52941176470588
"control_tools_hands40.jpg",3.41176470588235,7.05882352941176,0,27.6470588235294,5
"control_tools_hands41.jpg",3.76470588235294,12.3529411764706,0.0588235294117647,26.1176470588235,5.29411764705882
"control_tools_hands42.jpg",2.94117647058824,3.41176470588235,0,42.7647058823529,5.47058823529412
"control_tools_hands43.jpg",2.94117647058824,5.88235294117647,0,17.4705882352941,5.29411764705882
"control_tools_hands44.jpg",3.35294117647059,6.52941176470588,0,18.1176470588235,5
"control_tools_hands45.jpg",3.05882352941176,9.05882352941176,0,35.2352941176471,5.70588235294118
"control_tools_hands46.jpg",3,4.47058823529412,0.0588235294117647,28.5294117647059,5.23529411764706
"control_tools_hands47.jpg",3.17647058823529,6.11764705882353,0,27.4705882352941,5.35294117647059
"control_tools_hands48.jpg",2.94117647058824,7.47058823529412,0,25.0588235294118,5.23529411764706
"control_tools_hands49.jpg",3.41176470588235,10.0588235294118,0.0588235294117647,16.4117647058824,5.35294117647059
"control_tools_hands50.jpg",3.23529411764706,5.64705882352941,0,26.4117647058824,5.58823529411765
"control_tools_hands51.jpg",3.29411764705882,9.76470588235294,0.0588235294117647,21.7647058823529,5.76470588235294
"control_tools_hands52.jpg",3.23529411764706,9.05882352941176,0,20.5882352941176,5.76470588235294
"control_tools_hands53.jpg",3.58823529411765,6.64705882352941,0.0588235294117647,28,5.52941176470588
"control_tools_hands54.jpg",3.29411764705882,5.35294117647059,0,20.8235294117647,6.05882352941176
"control_tools_hands55.jpg",3.41176470588235,4,0,39.1764705882353,5.58823529411765
"control_tools_hands56.jpg",3.52941176470588,4.88235294117647,0,38.4117647058824,5.52941176470588
"control_tools_hands57.jpg",3.52941176470588,9.41176470588235,0,32.4705882352941,5.82352941176471
"control_tools_hands58.jpg",2.70588235294118,3.58823529411765,0,23.5882352941176,5.64705882352941
"control_tools_hands59.jpg",3.05882352941176,3.47058823529412,0,10.7058823529412,5.23529411764706
"control_tools_hands60.jpg",2.82352941176471,8.64705882352941,0,38.2941176470588,5.76470588235294
"control_tools13.jpg",3,4.58823529411765,0,17.8823529411765,4.88235294117647
"control_tools14.jpg",2.76470588235294,6.58823529411765,0,35.2941176470588,5.35294117647059
"control_tools15.jpg",3.11764705882353,2.47058823529412,0,24.3529411764706,5.76470588235294
"control_tools16.jpg",2.88235294117647,8.88235294117647,0,31.8823529411765,4.375
"control_tools17.jpg",3.29411764705882,6.88235294117647,0,31.4705882352941,5.52941176470588
"control_tools18.jpg",3.05882352941176,5.58823529411765,0,21.8235294117647,5.17647058823529
"control_tools19.jpg",3.70588235294118,14.8235294117647,0.0588235294117647,29.5882352941176,5.41176470588235
"control_tools20.jpg",2.29411764705882,5.05882352941176,0,28.2352941176471,4.88235294117647
"control_tools21.jpg",3.05882352941176,6.94117647058824,0,20.1176470588235,5.17647058823529
"control_tools22.jpg",3.52941176470588,9.23529411764706,0,13.7058823529412,5.23529411764706
"control_tools23.jpg",3.23529411764706,8.70588235294118,0,42.5882352941176,5.29411764705882
"control_tools24.jpg",3.76470588235294,11.5882352941176,0.0588235294117647,29.9411764705882,5.23529411764706
"substance_activities_faces089.jpg",6.05882352941176,91.7647058823529,1,93.5882352941177,4.64705882352941
"substance_activities_faces090.jpg",5.94117647058824,90,1,94.1176470588235,4.76470588235294
