Original File Name:,T:\BehavioralTasks\StimTool\FearConditioning\data/FC-AAXXX-Admin_RA-run_3-2014_Sep_18_1037.csv,Time:,2014_Sep_18_1037,Parameter File:,T:\BehavioralTasks\StimTool\FearConditioning\T1000_FC_Schedule3.csv,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('ARROW_ONSET', 3), ('RESPONSE', 4), ('IMAGE_ONSET', 5), ('US', 6), ('SOUND', 7), ('RATING', 8), ('TASK_END', 99)],Trial Types are coded as follows: 0->left arrow; 1->right arrow; 2->CS-; 3->CS+; 4->CS+&US, volume=0.1
trial_number,trial_type,event_code,absolute_time,response_time,response,result
NA,NA,1,-0.00499201772618,NA,NA,NA
NA,NA,2,21.1283715976,21.1333636153,NA,NA
1,1,3,25.4453662342,NA,NA,NA
2,1,3,28.4453753568,NA,NA,NA
3,1,3,31.4454821672,NA,NA,NA
4,0,3,34.4458166624,NA,NA,NA
5,1,3,37.4454490978,NA,NA,NA
6,3,5,40.4454278117,NA,NA,NA
7,0,3,42.4454433962,NA,NA,NA
8,0,3,45.4454232505,NA,NA,NA
9,1,3,48.4453757369,NA,NA,NA
10,1,3,51.4454688634,NA,NA,NA
11,0,3,54.4454186892,NA,NA,NA
12,3,5,57.4454262913,NA,NA,NA
13,1,3,59.4455045936,NA,NA,NA
14,0,3,62.4454559398,NA,NA,NA
15,0,3,65.4453430476,NA,NA,NA
16,2,5,68.4454118472,NA,NA,NA
17,1,3,70.4454053854,NA,NA,NA
18,0,3,73.4454255311,NA,NA,NA
19,0,3,76.4453118788,NA,NA,NA
20,1,3,79.4453662342,NA,NA,NA
21,3,5,82.4451491925,NA,NA,NA
22,0,3,84.4452233136,NA,NA,NA
23,0,3,87.4454509983,NA,NA,NA
24,0,3,90.4454327532,NA,NA,NA
25,2,5,93.4454681032,NA,NA,NA
26,1,3,95.4454528989,NA,NA,NA
27,1,3,98.4450750714,NA,NA,NA
28,1,3,101.444198922,NA,NA,NA
29,0,3,104.444032055,NA,NA,NA
30,0,3,107.44422857,NA,NA,NA
31,3,5,110.445425531,NA,NA,NA
32,0,3,112.445424771,NA,NA,NA
33,0,3,115.445406146,NA,NA,NA
34,1,3,118.445499272,NA,NA,NA
35,0,3,121.444890339,NA,NA,NA
36,1,3,124.445148812,NA,NA,NA
37,2,5,127.445335826,NA,NA,NA
38,1,3,129.445325563,NA,NA,NA
39,1,3,132.445322522,NA,NA,NA
40,0,3,135.444898321,NA,NA,NA
41,3,5,138.445357112,NA,NA,NA
42,1,3,140.445407666,NA,NA,NA
43,0,3,143.445404625,NA,NA,NA
44,1,3,146.445107381,NA,NA,NA
45,1,3,149.444620462,NA,NA,NA
46,2,5,152.445092556,NA,NA,NA
47,1,3,154.445072411,NA,NA,NA
48,1,3,157.444836363,NA,NA,NA
49,0,3,160.445043902,NA,NA,NA
50,1,3,163.445111562,NA,NA,NA
51,2,5,166.444994108,NA,NA,NA
52,1,3,168.445168958,NA,NA,NA
53,0,3,171.445481027,NA,NA,NA
54,1,3,174.445167058,NA,NA,NA
55,1,3,177.445454799,NA,NA,NA
56,0,3,180.445830346,NA,NA,NA
57,3,5,183.445432753,NA,NA,NA
58,0,3,185.445413748,NA,NA,NA
59,0,3,188.445520558,NA,NA,NA
60,0,3,191.445122205,NA,NA,NA
61,2,5,194.444000886,NA,NA,NA
62,0,3,196.445128287,NA,NA,NA
63,1,3,199.445195186,NA,NA,NA
64,0,3,202.44520963,NA,NA,NA
65,0,3,205.445207349,NA,NA,NA
66,3,5,208.444488564,NA,NA,NA
67,1,3,210.445223694,NA,NA,NA
68,1,3,213.445181502,NA,NA,NA
69,1,3,216.445425151,NA,NA,NA
70,2,5,219.445436174,NA,NA,NA
71,0,3,221.445256763,NA,NA,NA
72,0,3,224.445193665,NA,NA,NA
73,0,3,227.445217232,NA,NA,NA
74,1,3,230.445178461,NA,NA,NA
75,1,3,233.445154514,NA,NA,NA
76,2,5,236.445229395,NA,NA,NA
